,Review
2862,useless app .. using app wastage time losing data .. disgusting .. dont install 
2863,used use app time loved . started download new phone realized many weirdly invasive permissions requires . sad give creepy ! 
2864,good app . uninstalled asked access contacts without telling needs contacts . 
2865,app used 6.19gb data background half day ? ? ? ? really angry ! ! ! ! uninstalling ! ! ! ! strongly recommented ! 
2866,"consumes much data background , stealing info ? avoid app . "
2867,photo apps tons ads user friendly . tried make one photo collage prompt 3 4 ads one auto directing play store . uninstalled . 
2868,"intrusive app need access contacts ? always running background ? ads everywhere really make horrible user experience . like 'borrowed code another well-known app , added unnecessary permissions , flooded ads ... "
2869,"read app permissions installing . question collage app wants use microphone , access contacts track phone calls , wants identity info , location , bluetooth wifi info .. good enough google play . something spyware apps posing things like `` foto collage `` ridiculous . wonder bank account hacked "
2870,"intrusive app , battery health pop . annoying . "
2871,"app creates lock screen facilitate ads . way turn lock screen options lock screen breaks advanced security fingerprint reader . app ok , devs taking underhanded approach advertising makes head-on lose , especially obviously little research client device security . "
2872,"app keeps changing wallpaper phone . app ever done ! ? ! could work , noticed happened everytime got incoming call . checked permissions , app records audio ! ! download . "
2873,started taking phone . give additional permissions . changed log screen . turned phone constantly . get app . sucks . 
2874,"selection folder containing photos , coming back home screen app "
2875,download . adds false charging lockscreen ads deleting app . 2nd photo app 2 days . wo spam apps phone 
2876,used best app photo editing . uninstalling app started lock screen app starts automatically . disgusted app lock ! 
2877,new version app turn screen lock android means duplicate screen lock phone . hate much advertisement app . 
2878,decent app started getting popups homescreen lockscreen app even open ... 
2879,liked app added malware put fake charging lockscreen ads phone . uninstalling 
2880,app come annoying lockscreen ads . uninstall 
2881,app nice app easy use easy share many ways change beautiful creative app 
2882,app ok fed unwanted messages popping notification bar showing app running background allowing push messages . removed . 
2883,great app without permission automatically turn location access 
2884,new app exiting android 6.0 
2885,honestly order use features need download another app pointless downright stupid ( would downloaded app needed feature ) second thing forgot check permission right ! another app keeps installing ! never go back devs make things clear app permissions make consistent app ! 
2886,apps ask much permission steal info . uninstalling ... 
2887,app beautifull app ery enjoyment app harmfull 
2888,"spyware security software flagged app . sure , heads . "
2889,previously liked app downloaded new phone find includes ads lock screen outside app . avoid unless 'd like advertisements lock charging screen ! 
2890,"app filled ads , even installs lockscreen phone charging ads , looking app responsible ad lockscreen eventually found . please remove play store . "
2891,seems developers care respond criticisms . ca get app stop notifications wrote 7 weeks ago . see problems addressed . keeps turning notifications back turn . ? annoying & next step deleting pretty good app simply annoying . 
2892,liked app time delete ! need lock screen apps photo editor ... goodbye ! 
2893,thanks lockscreen bloatware . uninstall application one one find application cause . 
2894,removing app annoying notification .. ? 
2895,app malware destroyed camera file phone . 
2896,useless app account suspended without reason body install app 
2897,app fraud account suspended reason uninstalled app suggested please download app 
2898,waste app request app developpers respond suspended account open account 
2899,"first app seems great , , finally get features starts bombard commercials even worse - crashes erases data put . time time . unless intend pay - stay away . "
2900,"automatically switched app made screenshots , allerting permissions required granted app . obviously app monitoring phone activity . "
2901,useless app wo even accept valid login details 
2902,"point app keep logging time ? ? ? want remember membership numbers passwords , redirected web page every time use app . "
2903,ca use app anymore . fingerprint login deactivated without reason ... 
2904,"without user authorization , hsbc sharing activity facebook . off-facebook activity log showed app . "
2905,really stupid controls os version even official beta released google . force users find alternative phone use daily banking investment things ...... way know rooted official systems easily app seems never checking correctly . 
2906,slow laggy password entry loading . app also discriminates users use iphone mainstream android based systems latest samsung lg phones fingerprint access . 
2907,"app extremely slow initialising , identifying password running . requires major rectification . need want within 10 seconds starting app . retarded . upgrading app bring customers better worse experience . work , buddies ! use fingerprints stop prompting . please . "
2908,"app blocked using , claiming phone rooted ( true ) . apps worked started complaining days ago . security design app exceptionally complicated . need key 3 pwd login ( 2 logon screen , 1 security device ) . different types pwd need generate different types transaction . imagine app compliacte security design . response slow . hsbc ability rollout usable mobile app , pls dont release rubbish market test patience customers . "
2909,bad idea . security devise inside phone . app quite unfriendly organizations hopeless 
2910,good luck change login . security measures try steal information necessary clearly understand policies . app wants enough permissions create identity fraud highest level . require third . 
2911,horrible bugs ads . ca send photos even full permissions granted . selects photo press send . app many apps . laggy . bit smoother ios android version awful . ui 2010 updated . 
2912,"app amazing online platform , bussines , personal use "
2913,app absolutely rubbish . read almost highlighted reviews . notifications . notification sound irritating super loud worst part even trun notifications still rings loud almost every 30mins bypassing phone security system . 'll get loud notifications ring matter allow permission notifications app phone settings . sure app good phone privacy security . 
2914,"app good really buggy . notification suppliers keeps repeating . even notifications turned system settings , app somehow manages bypass still ring vibrate notification . skeptical . "
2915,privacy issues . allowing full access phone . 
2916,"recently app making loud notification sounds every chat message get , tried stop notifications permissions , stopped permissions ! ! still stupid notification sound still going ! think google needs investigate , app able send notification sounds even permissions ! ! "
2917,phone rejects app dangerous sometimes would find downloaded phone without permission happened 4 times 
2918,forces phone 100000 connected bluetooth without permissions 
2919,app accessing microphone even though permission privacy settings 
2920,uninstall app .. bypasses permissions affects bluetooth forcing audio phone speaker .. suspicious removing 
2921,"app running listening background . phone always thinks call use app running , even permissions turned . unfortunately app spyware even site legitimate . "
2922,app bypassing permissions . people complaining bluetooth . exposes app constantly making phone calls . allow phone deny cuts call starts . deny permissions app still call . see happening van bluetooth . got uninstall 
2923,"app messing bluetooth playback , acceptable situation app reputable company . "
2924,app uses permission use microphone . activating 'call valume . noticed galaxy buds pro kept disconnecting youtube audio . developer seems state mistake . check permissions bottom even needed . 
2925,"messenger garbage , app kills bluetooth speaker sound "
2926,last update app keeps calling voicemail bluetooth without given permissions . install 
2927,"warning - app accessing car bluetooth . comes call unknown caller , access microphone .... listening say ... deleted ... "
2928,"app adds additional un-needed call volume control assume spying phone hacking reasons . app strangely destroyed encrypted point point messaging apps ... imagine ? want business .... tracking , spying hacking phone important ? "
2929,"thought great app first .. installed .. literally bluetooth electronics started working , connecting & disconnecting , facetiming got disrupted & random things . app disrupting , & whatever wants .. downloaded ... one issues happen downloading app . safety issues & need worked , bugs system app . "
2930,"app literally took created account taking details google account absolutely unacceptable , left email open get hundreds unwanted emails way hiding email details , complete violation privacy "
2931,messes bluetooth audio playback whenever installed . almost like constantly accessing phone microphone even disallow permissions . know google keeps app store shady practices . happens android 11 12 google pixel . 
2932,app keeps triggering phone call causes bluetooth music play speakers . weird app reason call microphone access call permissions denied . 
2933,"person paranoid government/corperation listening app definitely accessing microphone without asking permission . audio kept routed call audio meaning android audio focus set another app . odd behavior ( say least ) stopped immediately upon deleting app . , app listening meaning messes way phone routes audio . "
2934,app seems spying forcing `` phone calls `` phone without ring tones . 
2935,"app keep trying record something along lines ... microphone kept activating ruining phone usage usage video watching .. concerned app recording data .. audio otherwise ... looked permissions used .. things contacts microphone enabled .. ? soon uninstalled app . problems went away , unbelievable services website nice . sellers nice , app sus "
2936,good concept highly intrusive find install seeking something dump avoid emails notifications pop ups reminders etc 
2937,app scam taking peoples identity google ban app 
2938,play store must remove app without permission user app installed uninstalling everyday.severely annoying 
2939,app nuisance installed without permission beyond ! 
2940,app compromises security . installed phone without asking permission . click ad online 
2941,horrible app keeps installing phone . suspect app something dangerous . maybe installs collect people data . uninstalled 30 time week . developer work app behave . annoying 
2942,want need app keeps downloading phone without permission ! 
2943,app intalled phone without permission ? disgust app 😡😡😡 
2944,guys want access gallery/mic/camera/phone id & call information/files/location phone order install app ? . think compromising privacy individual . want install app without compromising privacy . thanks . 
2945,"cant login app . says enter password mail id . forgot password app also app restrict login password eventhough different options available app like google , facebook etc . "
2946,worst app proper response blocking chats worst app google remove app dont wast time dont install 
2947,"good business tool , chat feature extremely clunky , notifications stack , clear opening app "
2948,installing app put widget phone screen immediately uninstalled 
2949,aggressive app interfering apps n getting rid notifications easy 
2950,"intrusive , never gave permission show notifications , annoyingly , anyway . hence uninstalled . "
2951,"security process excessive burdensome , app wonderful . "
2952,"app adds search bar onto phone unable get rid , matter stuck unwanted search bar even uninstalling stupid app ...... really angry "
2953,"app pushes notifications advertisements way turn . sick . uninstalling reason . id rather use ebay , amazon , app intrusive . "
2954,app user friendly . first number verification . location unsafe . kept telling login abnormal must login . 
2955,app turned always notification bar without asking . uninstalled right away . 
2956,"great app connect manufacturers user friendly . notifications disappear , easy navigate impossible track communication suppliers . please make simple like whatsapp "
2957,app put bar notification shade . regular notification . shady . uninstalled . 
2958,"want know app keeps secretly turning background , shut settings . update : still runs background - ca stop . "
2959,intrusive app bombards notifications products even remotely interested . 
2960,ca login changing password multiple times . fed useless app 
2961,app demands far many permissions needs . 
2962,app forced toolbar ca disable . forced notifications . uninstalling . 
2963,latest update gives permissions app pinned notification center . un-stable update cant remove toolbar except uninstalling app . 
2964,"forcing app stay notifications bar , remove app "
2965,intrusive app . put bar lock screen without permission . done . 
2966,app ask permission use camera storage want put profile picture ? privacy matters ! 
2967,"app want many permissions insane . stick web browsing . really ? contacts , connect wifi , use accounts device ? really ? really high level uncomfort . "
2968,"app serious bugs , ca access messages get notification new messages open app message board blank , log website using web browser view , major inconvenience ! "
2969,"used app years , uninstalling today . unremovable ad lock screen unacceptable ! "
2970,"updated review .. use app ... even pro version , hijacks lock screen installs plug-in . every single time put phone pick sickened touchpal , decides `` lock screen app `` . takeover tp say , going hijack lockscreen `` beitaplugin `` way app play store , violates everything . want refund , reported google "
2971,"going even complete step 1 ! app able collect darn texts , passwords , etc. ! invasion personal information privacy ! disappointed ! "
2972,"intrusive malware-like hijacking redirection searches recent update . tolerated ridiculous bloatware app technically solid keyboard could disable annoyances , current state business allowed app store . "
2973,uodate 1.12.18 uninstalled . app installing apps phone without permission notice ! ? sudden realized app home screen dowload . 
2974,liked app first thn looked themes copied ... strangest thing cell phone started install app ... creeps ... uninstalling .... 
2975,subscription ended october 25th 3 plus years paying app . paying adds crazy ! please get rid lock screen app 'll stop using app altogether . way give permission access apps lockscreen absolutely ridiculous ! step game son ! one star fixed 
2976,app download never download app access personal details including bank details . highly suggest uninstall dont download 🖒 
2977,"install , app modifies phone puts loads unwanted add ons content without asking permission ... "
2978,"app able collect everything type , including passwords ! ! install ! ! ! "
2979,"paid subscription remove ads app locker thing keeps popping . want themes , want app locker , paid ads exactly want . great way lose customer trust . "
2980,phone gave warning right downloaded app record everything type including passwords/ private info . deleted fast . 
2981,app hijacks lockscreen displaying ads ! frequent update week suspicious . knows `` improvement `` inserted updates . uninstall immediately ! 
2982,"app sucks dick , full spyware adds pop keyboard , open texts , pop icons home screen ca get rid , far worst app ever used "
2983,forces 3rd party apps onto phone ca uninstalled run random . terrible invasion privacy app abuse app access phone . 
2984,well finally found app filling phones home screen advertisement pop ups . horrible app touchpal become . far intrusive . thanks causing annoyance grief past several months . glad deleted app . 
2985,ever since updates . every wants intstall unauthorized apps . floating add app get rid unless uninstall touchpal . pulled app store auto installing apps . 
2986,"really worst app , opens unknown adds making phone call . dont install . "
2987,"classic case good app gone bad . got permissions notifications , still pops annoying screens . used love app , uninstalling devices . "
2988,"fake lockscreen battery drain , smiley faces slot machines pop ads want blocking screen . know showing ads inappropriate time violates play market developer terms conditions ? please remove annoying pop-up immediately ask google take app . "
2989,app adds take home screen ! intrusive annoying ! 
2990,app unlawfully downloaded app called 9aps spyware 
2991,used love app . updates bring full screen ads windows appear submitting password make call . privacy risk . performed reinstallation modified apk 
2992,"great app , updated months ridiculously long list permissions required . need access photos , phone identity ? "
2993,ads installs apps like app locker dialer without users permission . v v v irritating 
2994,"app keeps putting lock-screen . also comes ads , pop-ups accidentally tap . "
2995,"downloaded app going switch warning phone come stating collect text messages , passwords , credit card information put uninstalled ! "
2996,"warning : download ! new version tantamount downloading virus phone . blue full-screen ad pops incessantly , top whatever may phone . say latest update correct , makes worse increasing frequency pop-up . emailed developers respond . logical , since obviously engineered app virtually take phone way . indicted . also , note permissions ! "
2997,"using several years , became intrusive unusable . lucky lock feature automatically sets , matter continually set settings . , shows another intrusion app locker . difficult trust safety ( locking apps , typing passwords ) software offers protection spam tactics bugs . version 5.9.6.3 "
2998,first chages settings . put ads unlock phone . asks access information even need . able control information apps access phones ! ! ! ! ! 
2999,"used one `` must `` apps . last update changed mind . forcing another lock screen app totally unacceptable . guys killed good thing . removing intrusive app , looking something else . "
3000,lock screen add made uninstall app 
3001,"generally enjoy app , recently bombarded advertisements , making difficult access phone way please . last checked , agreement stating direct discretion whether allowed directly advertise devices home lock screen . become burdensome andunbearable , lost complete interest application . "
3002,"looks like everyone else already covered concerns ads , uninvited changes lock screens etc . would rather pay app , compromise control choices pops phone . feels like malware sort virus took . feel confidant trust app written words longer . already uninstalled . "
3003,"app overwrites lockscreen advertisement , makes decide uninstall move forward app "
3004,"app installed app `` app lock `` without permission , leaving app . "
3005,"took digging discover notification spam lock screen hijack 'app locker originated app . deceptive , dishonest , annoying . else phone ? uninstalling . "
3006,"like app needs permission access many things phone . ridiculous unnecessary . also uses lot data typing . using gifs , etc . strictly typing . really like keyboard may end deleting . least change permissions access order download . personally like privacy invaded . least works well . set nicely . "
3007,"new update wants permissions device history , location phone access , update give permissions need know reasons keyboard app needs information . ok delete app using probably 2 years , getting reason need much access phone "
3008,phone gps permissions latest update unwarranted . keyboard app absolutely need . 
3009,good recent update add dialer apps without permission also force closes call . 
3010,self installing apk takes control app & changes user interface fake one hackers take information remotely server linux . technician remove rootkit bootkit viruses ! 
3011,app years latest update put ads lockscreen whenever plugged phone charge . deleted ! 
3012,bloated app comes hidden intrusive malwares . avoid 
3013,app forced lockscreen ads phone every time pluged phone ... okay beware 
3014,"first daily review ads , applocker ... much unwanted software banned appstore "
3015,installs spam applications phone come interfere lock screens . displays adds screens . install ! ! ! 
3016,"installed activated , recently app took lock screen advertising- intrusive ! "
3017,uninstalled forced charging wallpaper . looks like malware . stick basics annoying cloud login . 
3018,fed intrusive apps get worse update 
3019,"great app starting pushing new ways advertising , daily summary worst ! way disable uninstal app . goodbye touchpal , user years unacceptable "
3020,great . bloated unwanted stuff . daily summary popup home screen unethical app design . like malware . uninstalled 
3021,new daily summary pop-up thing decided delete app ! never given permission start tracking app usage ! please make stop make setting remove ! 
3022,daily updates notification final straw . totally ruined previously awesome app . moving google . 
3023,uninstalled new update . daily summary terrible idea . one bonus summary shows users much developers spying phones . else information . never install . 
3024,loved app started adding features apps phone without permission . 
3025,"want access camera . keyboard app , reason access . unless permission removed 'll last version app use . "
3026,"subscription app several themes multiple paid . completed recent update phones security popped longer allows use app . gave security warning appbwas pulling personal information phone , also maintaining information like websites visited , user names passwords used . longer use ap due warning uninstall everything . 5 star 1 star . "
3027,"went check .. app permissions undeniably bull ... need access phone calls , sms , media files contacts keyboard dialer photo editor text app may enter text logging checking ... remove ridiculous permissions 'll think ditching ( swiftkey ) better option ... "
3028,app collect credit card numbers personal data ! ! beware ! think using app ! dangerous ! 
3029,`` privacy `` stuff want personal things use app . uhhh wants everything say type . ok . dislike app 
3030,first opened app said `` may receive message saying collect personal data . standard android keyboard message thing . collect personal data . `` got little creeped uninstalled .. 
3031,apps getting daft asking permission access pics videos go phone book . 
3032,"downloaded app way faster type tried activate , said app read save passwords credit card numbers ? told ignore ? haha , im dumb ignore something like use phone lot access certain sites personal private information ! "
3033,"would install app bc says collect personal data credit card numbers . privacy policy says wo , next screen says . warning ? worth risk . "
3034,app access credit card numbers passwords . install ! ! ! 
3035,app steals bank passwords credit card information . uninstall ! 
3036,app reads private information & $ ell $ 3rd parties ! warned 
3037,intrusive invasive breachof privacy . one read three app permissions thing 
3038,... lot new permissions requested without details . treat users .... aaaa annoying notifications ! ! ! ! 
3039,"app becoming invasive , update added 4 account access list . "
3040,app need permission personal info especially permissions changing passwords others smh . updating already updated enough smh 
3041,cool app installed ca uninstall bogus permissions like record audio ? ! ? keyboard heavens sake ! ! 
3042,"permissions looks little problematic , reads sms , record audio acessed controlled app .. "
3043,"many irrelevant permissions like locations , calling records , contacts , phone info et al requested ? requests refused , app wo work . worried privacy . "
3044,"good app , however audio playback comes action keypad , annoys smother privacy . could finda way disable emailed developers regarding , reply received , hence uninstalled move better one market . "
3045,"new update requires reading permissions sms mms , coarse location data . immediate uninstall recommended . "
3046,collects passwords credit card numbers ? glorious ? main database app secure ? ca trust . boo ... wanted app . uninstalled . 
3047,"ridiculous ! great app . new permissions ; read sms messages , make phone calls location completely unnecessary app . developers playing ? say take privacy seriously ? new permissions ? "
3048,"liked lot , new update wants permission make phone calls see location . either developers idiots turning malware . either way , comfortable using anymore . "
3049,warning states app collect information typed including credit cards passwords . seriously ! ? 
3050,phone warned app access save personal information entered keypad social security numbers credit card information . deleted ! ! ! 
3051,"app stores key strokes , user named , passwords , credit card information . immediately uninstalled . would need ? ? ? total invasion privacy . "
3052,use app ... logs everything type ! way many privacy concerns useful app . 
3053,app track text ... including passwords credit card info .... really ... crazy ! ! uninstalled immediately . 
3054,phone says app save credit card numbers personal info use info app . uninstalling safe 
3055,great free app needs `` read contact data `` permission ? 
3056,app `` may able collect ur personal data including credit card inf & passwords `` ... ! ! ! ? ? ? wtf ? way giving permission ! 
3057,app user friendly . clunky interface keeps losing saved login info 
3058,need app history browser history bookmarks ? ? giving private details use app banking . total invasion privacy 
3059,"hate ! changed home screen without permission l deleted ... still like ! pepople please , good never get app , scam "
3060,liked app suddenly started blocking using fingerprint saying ( authentication required ) . every couple weeks login password like week . time forgot password logging bunch things . understand authenticate fingerprint . fingerprint secure password prefer reason . fingerprint . someone steal passw 
3061,worst camera app . app wants money insted free service . please install app . 
3062,great app . major issue bug causes authentication week disabling biometric sign . stopping main use banking apps quick easy banking . 
3063,"one finicky apps . wo save login credentials . fingerprint login option wo save info , manually enter credentials time . also , app offer many services . basic come . "
3064,constantly asking enter phone number log fingerprint scanning longer working . app functional feature rich . 
3065,"android google user longer using app . options decline access location contacts , camera . use things pay bills access necessary . "
3066,"worst banking app ever used , advice bothers . say send security code never comes cant login . hey advice devs let people decide want 2 factor authentication , make one works "
3067,app requires frequent uninstalling reinstalling function . access fingerprint scanner requires also enter password everytime point ? 
3068,"logs forgets information regularly . use app daily , multiple times . need login issues ... update : uninstalled . tired verify login info every day . half times takes call wo recognize security info . sad waste super useful handy app use ... "
3069,"app used ok easy login . , never saves used id . fingerprint worked 3 days since update , requires text code verification week . annoying . "
3070,"20+ years , family 12 different accounts capfed . app awful . never retains user signed either passcode bio identity login . regularly loses saved user name . , upon every single login , ad service within capfed . told one point keeping account secure , would appreciate . seems extremely poorly executed banking app . needs significant improvements . "
3071,"app always glitchy clunky , couple weeks ago , app stopped letting login account together , saying entering wrong username password . double checked information logging issue web browser , app useless . current version installed reached help developer bank one responded week . "
3072,rudimentary app rudimentary mobile banking goes overboard `` security `` . app posits requiring customers jump hoops simulate `` buzzword security trends `` really improve security make app pain arse use good idea . 
3073,"app horrendous . biometrics , correct password log , ca even log using pin `` currently unable process request . `` every time open app , instead giving log screen , decides need pointless notification saying logged . app unreliable , poorly designed , frustrating use even locking account . "
3074,app access location automatically . respect user privacy ? ? 
3075,app letting false notification time ... dont download it. ! ! 
3076,dangerous app . install software . application spyware phone serial location personal information personal information banking information . 
3077,loved app permissions make feel like gave phone aids . location bluetooth access seems crazy 
3078,"beware ! app intrusive ! default features kidnapped wallpaper , clock , caller id & phone lock ! mention ads pop .... geez ! even time figure works b/c busy re-setting phone features . may uninstall app . "
3079,"intrusive , interfering apps . "
3080,use 1 day . removed realized apps changed lock screen without permission . trust apps steal personal data ? 
3081,absolutely rediculous photo editor invasive phone ..... dont phone replace home page ads ...... uninstalled quickly ..... dumb app .... theres better apps 
3082,"much ads allow proceed without giving unnecessary permissions ... understand permission access contacts , locations etc needed . camera storage ok. useless app "
3083,"hijacked note 8 . know . became new lock screen , something . even want figure . uninstalled immediately . anything invasive annoying . app would nice , ... "
3084,needs lot permission.why need personal phone call permission ! ! ! denied app let use app . much concerned information security . jninstalled app right away 
3085,app lies . completely took phoneand invaded privacy . 
3086,download ! downloading lot photo editor . countless ad in-app lock screen ! requires unnecessary permissions intrusive `` features `` like notifications call managers . loads bloatware ! fact none mentions app description extremely sketchy . beware . 
3087,intrusive demands access location allowing use . fail see location changing picture . immediate red flag 🚩 . 'd suggest using another app less demanding intrusive demands 
3088,kind cool app downloaded bunch spam ware changed settings without asking permission .... deleting right away 
3089,terrible app installs junk replaces homescreen ads . flagged app harmful . allowed play store . app virus pretending photo editor . 
3090,infects camera different system making phone unusable . ca believe app store allowed 
3091,extremely annoying app ! changed settings lock screen without permission persistently changes settings without knowing . garbage user interface ! 
3092,app bs . locks home page close . install . 
3093,enforced add ware . hijacks lock screen . non features work well . google make sure apps take device invasive app stay away ! recommended ! 
3094,disturbing app every time air lock screen activated deactivate air cam call summery air cam weathe forcast plz remove extra features keep photo editor thats 
3095,app installs malware takes lock screen .. please aware 
3096,"may great app , abuses system permissions . wo let camera app control phone ... "
3097,irritating notification app . ever unlock mobile irritating notification coming app . difficult close . uninstalled app . 
3098,"camera app need access contacts , messages , make phone call personal information . avoid ! ! "
3099,"unfriendly app privacy issues . logo always switching back . ca use/upgrade firmware without internet , wifi taken connecting drone . asks location necessity . "
3100,app locks account times lets see balance ! constantly call bank reset passwords . fingerprint scan broken refuses save login info . use web browser point . 
3101,app wo let bank account say log info wrong . change info . 
3102,good app . every day app always delete everything user name password . along finger print scanner . . frustrating . know security purposes app . please fix . 
3103,"install . find 3 day trial , $ us8/month . ok , looks pretty fancy . take first photo . blank . try blank . restart . blank . app keeps crashibg background , pretty dangerous using maps . search account management , finally find google play . unsubscribe . leave review . uninstall . "
3104,"app wo open camera even though camera permissions allowed . pretty good hopes , turned another disappointing application . "
3105,"found app ask appropriate permission user consent access app network usage , accessing . seems like app ask proper permission see apps usage information ( network , usage time , etc . ) . however app accessing device network record even grant permission . serious violation google policy : device network abuse "
3106,"app even login service . asks download update outside google play store , likely bypass google privacy policies . app banned . "
3107,app asks many unnecessary permissions start without . app ca even manage storage ! chunks 17g phone data storage way manage data within app . android limits user access app data even harder free huge amount storage space . want rate 0 . 
3108,"worst app . always record users private information . ca block permission control nfc . everytime bank cards touch phone , fxxking qq gonne pop-up . -10/5 rate . "
3109,"useless chatting app bunch stupid services . privacy , updates , safety . data collector . "
3110,always ask permission location . wo let access app deny permission . 
3111,"literally forces turn location access , 0 reason . messenging app need know . creepy . 不是必须用不会用系列 "
3112,pesty permission . unstoppable popup asking location permission . way stop force quit app never open left menu . 
3113,"poor app insane permission requests denied phone location permission app kept asking quits starting . give phone access , furiously popping windows asking location permission left swipe -- -- cant even click thing shut app task overview . poorly desined bug-checked , disgusting permission asking feature "
3114,nice app potential risk privacy many unnecessary permission requests 
3115,rubbish app bans ridiculous reason makes impossible recover account text message containing authentication sent non-china numbers . 
3116,"worst app installed . blocks apps pop notifications apps . removed permission apps need permitssion . however , shows warning messages permission . ( even using text messaging group . ) "
3117,safe use program . give privacy run app 
3118,"understand permissions app required . premise , nerve use long world lasting . "
3119,respect users privacy experience ! keep pushing rubbish even disable notification system setting ! use hack way always stay background collect users data without notifying ! 
3120,"serious bug : system alarm set time alarmy alarm , neither turned . app also reduce sensitivity power button . please fix , app warn . "
3121,app randomly decide ring alarm remind ( found slept ) ca alarm allow app run background low battery . trusted reliability app happen ps . leave phone normal full battery . reason stop working . 
3122,amazing app new privacy policy sharing everything deleted 
3123,uninstalled due wanting leave app alarm sounds . 
3124,app collecting lots unsafe personal information 
3125,alarm ring . next opening told remove battery optimization . told first opened app . 
3126,"alarmy works , great . lot features easy use . however , multiple times simply gone morning , causing late work appointments . claims missing permissions already allowed . want able give app five stars , go good without giving , 'll change review . right ca good conscience recommend . "
3127,"use app long time , still installed phone . today noticed internet data usage high . turned , alarm app used mobile data background . considering used years . uninstalled . "
3128,app auto updated blames battery saver ( turned ) alarm refusing go . 
3129,"great app enabled app tracker protection duckduck go privacy browser ( blocks trackers apps ) , duckduck blocked 695 app trackers app , thats opening app . uninstalled . "
3130,"became worst , asking internal files permission viewing photos suggest personalized ads hypocrisy , deleted app asked "
3131,"app tracks time . really mean time . every . single . minute ! send data advertisers . beware freeware . pay , product . app invades privacy . think function app alarms , yet records everything phone , including location . "
3132,"app forces phone show matter , ignores phone permissions displays top apps alarm rings . malicious , dont download . "
3133,"app good . still hate helping us , want permissions us . first 2-3 days alarm rang properly stops ranging starts ruin every morning . days show pop-up alarm * rang allow permission * . like fraud . tell earlier alarm rang without permissions ? . happened suddenly working properly starting days ? "
3134,😥 app stay background even though locked allowed battery optimisations . 
3135,"trust . go often . required permissions given , run background . prevent tha battery optimization well . uninstalled . "
3136,"latest android updates , alarms go random . app given permissions , battery optimized . never activated , multiple times . disappointed understatement . "
3137,app made phone consistently start ringing alarm would stop til deleted app .... 
3138,"pop use exact geolocation personal data , soon open app . tells withdraw consent menu . . option . removed app . "
3139,"used really like app , updates keep making unusable . every weeks , something different operate app , particularly regards permissions . course , wo find something changed go turn alarm , ca fix alarmy always comes back alarm going . good app , super buggy inconsistent . going back normal alarm . "
3140,"avoid spyware . predatory behavior observed times . alarm functions worked intended , company behavior interpreted deceitful . app pushes new data sharing consent forms immediately upon waking ( looked like alarm ) confuse sign allow . understand consent needed app use , interpret behavior attempt trick users accept . "
3141,gutted app 2 years started ask permission photos vidoes identiy . bye avoid app much better one list 👍🏽 
3142,beware ! app started requiring consent scanning phone personal data giving huge list third parties . literally disagree first . tell go retract consent later menu . force close program agree give consent . definitely uninstalling finding another alarm app . bad decent alarm app forced consent data theft insane . 
3143,"alarm automatically removed recent apps , plz fix problem "
3144,"working , alarm.is notifying .. even allowing permission requited notification display apps . useless , waste memory andncannot trsut alarm make u miss important meetings "
3145,"app functions really well terms loud insistent , basically malware . tries list device administrator . ? asks access storage , alarm definitely need . phoning home kinds places , including facebook . want facebook knowing sleep habits ? [ alarm need storage , prevent uninstall , contact facebook ? need prevent uninstall ? alarm , malware detector ] "
3146,"[ phone honor 10i fairly new ] app messing life latest update ... think `` exclude battery optimization `` permission , invasive permission absolutely unnecessary . brink upgrading alramy pro remove ads awesome app thought deserved money proving otherwise breaking customers trust . fixed next update goodbye . "
3147,app worst ever used . keeps ringing even put mobile silent mode . please remove app play store . 
3148,"alarm goes app wo open , immediately deleted . good thing tested first . "
3149,"glitchy , app would open wanted turn alarm could turn alarm . restart phone finally shut continued next alarms . "
3150,app work well since latest android update . screen wo show alarm going end turn phone . makes unusable uninstalling . 
3151,privacy settings confusing configure . uninstall . app creepy . 
3152,longer functions . alarm clock currently goes without providing prompt turn . hard restart phone real quick uninstall app get stop going . maybe 'll try reinstall later ridiculous . 
3153,app installed least 2 years issues . sudden restart phone turn every morning due popup way launch app alarm going . way wake everyday . deleting . 
3154,"since pixel 2 upgrade android 10 , alarm disables phone . acts user repeatedly pushing home button . turn alarm anything . "
3155,"loud alarm , disabled turning phone , found alarm rang unable even turn ! app refused run , refused let access settings power ! really big problem "
3156,want uninstall app able people forcing put application phone . convinced highly recommend people install application may case also 
3157,"months using would turn without extended permission . would even let uninstall without . stay far away . edit : make fault , anyone see recent reviews . app would let uninstall disable alarm . always leave uninstall option case stay somewhere without photo take . broke app , stop treating everyone like user error . "
3158,new update causes alarms go phone crash time 
3159,suggestion- feaure let app know arent place photo suppossed.to take . delete app town photo kept going . 
3160,app work even adjusting permissions oppo r15 . app show multitasking/clear apps page . 
3161,"uninstalled app , shut alarm . 🙄 "
3162,"last update : closed app , alarm ring . got notice might restrict alarmy fact . pls fix "
3163,app recording mms send owner . chek permission . install . 
3164,"new update android 8.0 , alarmy stopped working . playing alarms showing message caution . "
3165,"uninstalled today . would alarm supposed . would alarm sometimes supposed . morning alarm clicked app showed alarming silently , except volume phone silent . "
3166,app bit intrusive . privacy wise . 
3167,app locked permanent device asministrator removed . stay away . 
3168,"get warning `` app sharing personal information location unknown `` shame like app uninstalled , snooping people wrong . "
